	Station Code	Station Name	Country	Station type	Latitude	Longitude	Network	Date	PM10 measured concentration (microg/m^3)	PM10 today forecast mean concentration (microg/m^3)	PM10 tomorrow forecast mean concentration (microg/m^3)	Today air quality	Tomorrow air quality	Actions
0	SPO-DK0034A_00005_100	Copenhagen/1103	Denmark	traffic	55.6743	12.5711	European Environmental Agency (EEA)	2026-09-10		49.3543586730957	45.851619720458984	Unhealthy	Unhealthy	
1	SPO-DK0012R_00005_101	Risoe	Denmark	background	55.6942	12.0889	European Environmental Agency (EEA)	2026-09-10		16.552494049072266	15.739952087402344	Good	Good	
2	SPO-FI00570_00005_100	Raahen keskusta 2	Finland	traffic	64.6834	24.4816	European Environmental Agency (EEA)	2026-09-10	4.473594541666667	3.6319477558135986	4.530989170074463	Good	Good	
3	SPO-FI00349_00005_100	Utö	Finland	background	59.7792	21.374	European Environmental Agency (EEA)	2026-09-10	5.001009750000001	3.211625099182129	3.6989524364471436	Good	Good	
4	SPO-FI00427_00005_100	Matorova	Finland	background	68.0005	24.2457	European Environmental Agency (EEA)	2026-09-10	2.111579541666667	3.1574089527130127	2.6614937782287598	Good	Good	
5	SPO-FI00549_00005_100	Pirkankatu	Finland	traffic	61.4987	23.7357	European Environmental Agency (EEA)	2026-09-10	4.749098333333333	-0.4494614899158478	-0.5104687809944153	Good	Good	
6	SPO-FI00838_00005_100	Epila 2	Finland	traffic	61.5085	23.6758	European Environmental Agency (EEA)	2026-09-10	5.316769333333333	-1.611993432044983	-1.3499752283096313	Good	Good	
7	SPO-FI00208_00005_101	Luukki	Finland	background	60.3144	24.6849	European Environmental Agency (EEA)	2026-09-10	5.773247041666667	4.064941883087158	4.373311996459961	Good	Good	
8	SPO-FI00370_00005_100	Tikkurila 3	Finland	traffic	60.2899	25.0395	European Environmental Agency (EEA)	2026-09-10	6.953760708333334	4.992092609405518	5.319193363189697	Good	Good	
9	SPO-FI00425_00005_100	Kallio 2	Finland	background	60.1874	24.9506	European Environmental Agency (EEA)	2026-09-10	5.971100333333333	4.740712642669678	5.277105331420898	Good	Good	
10	SPO-FI00564_00005_100	Mannerheimintie	Finland	traffic	60.1696	24.9392	European Environmental Agency (EEA)	2026-09-10	7.071630083333335	2.996263265609741	4.582099437713623	Good	Good	
11	SPO-FI00781_00005_100	Vartiokylä Huivipolku	Finland	background	60.2239	25.1024	European Environmental Agency (EEA)	2026-09-10	5.761615541666667	5.660060882568359	5.909075736999512	Good	Good	
12	SPO-FI00841_00005_100	Leppävaara 4	Finland	traffic	60.2202	24.8113	European Environmental Agency (EEA)	2026-09-10	6.207053541666666	4.29461145401001	4.881156921386719	Good	Good	
13	SPO-FI00301_00005_100	Pyykösjärvi	Finland	background	65.0434	25.4979	European Environmental Agency (EEA)	2026-09-10	3.7336227500000003	2.549474000930786	3.904172420501709	Good	Good	
14	SPO-FI00446_00005_100	Oulun keskusta 2	Finland	traffic	65.01	25.4713	European Environmental Agency (EEA)	2026-09-10	6.9137045000000015	3.7984116077423096	5.589967727661133	Good	Good	
15	SPO-FI00952_00005_100	Jyväskylä Hannikaisenkatu	Finland	traffic	62.2382	25.7479	European Environmental Agency (EEA)	2026-09-10	5.297038333333334	-0.37583187222480774	0.22059258818626404	Good	Good	
16	SPO-FI00455_00005_100	Laune	Finland	traffic	60.967	25.6549	European Environmental Agency (EEA)	2026-09-10	5.882945083333333	1.026912808418274	2.2317402362823486	Good	Good	
17	SPO-FI00889_00005_100	Saimaankatu	Finland	traffic	60.9913	25.6658	European Environmental Agency (EEA)	2026-09-10	6.541264666666668	2.9217464923858643	3.7463741302490234	Good	Good	
18	SPO-FI00444_00005_100	Naantalin keskusta	Finland	traffic	60.4674	22.0284	European Environmental Agency (EEA)	2026-09-10	6.210813333333333	1.7386865615844727	2.2631330490112305	Good	Good	
19	SPO-FI00558_00005_100	Maaherrankatu	Finland	traffic	62.8933	27.6869	European Environmental Agency (EEA)	2026-09-10	4.118108291666666	-1.0706368684768677	-0.8753620386123657	Good	Good	
20	SPO-FI00839_00005_100	Tasavallankatu	Finland	traffic	62.882	27.6619	European Environmental Agency (EEA)	2026-09-10	4.980850208333334	-1.4030271768569946	-1.163538932800293	Good	Good	
21	SPO-FI00928_00005_100	Pori Paanakedonkatu	Finland	traffic	61.4823	21.8133	European Environmental Agency (EEA)	2026-09-10	6.774112375000001	0.729511022567749	0.36680784821510315	Good	Good	
22	SPO-FI00424_00005_100	Mansikkala	Finland	traffic	61.1889	28.7701	European Environmental Agency (EEA)	2026-09-10	5.943143625	4.426079273223877	4.078775882720947	Good	Good	
23	SPO-FI00433_00005_100	Teppanala	Finland	industrial	61.153	28.8101	European Environmental Agency (EEA)	2026-09-10	7.742388625000001	5.833349704742432	5.69065523147583	Good	Good	
24	SPO-FI00606_00005_100	Lappeenrannan keskusta 4	Finland	traffic	61.0558	28.1843	European Environmental Agency (EEA)	2026-09-10	7.6972282916666686	5.84539270401001	6.510012626647949	Good	Good	
25	SPO-FI00972_00005_100	Lohja Harjula	Finland	background	60.249	24.0695	European Environmental Agency (EEA)	2026-09-10	6.8432779166666675	4.083263874053955	4.410918712615967	Good	Good	
26	SPO-FI00892_00005_100	Kankaan Koulu	Finland	traffic	60.8704	26.701	European Environmental Agency (EEA)	2026-09-10	7.254960166666667	5.751062870025635	5.571185111999512	Good	Good	
27	SPO-FI00179_00005_100	Pirkkala	Finland	industrial	61.3316	22.1431	European Environmental Agency (EEA)	2026-09-10	5.277876833333333	5.475040435791016	5.1157917976379395	Good	Good	
28	SPO-FI00184_00005_100	Kaleva	Finland	industrial	61.3135	22.135	European Environmental Agency (EEA)	2026-09-10	4.458674125000001	4.6339430809021	4.275578498840332	Good	Good	
29	SPO-FI00397_00005_100	Bottenviksvägen	Finland	traffic	63.6791	22.7184	European Environmental Agency (EEA)	2026-09-10	6.439201541666667	-0.24276132881641388	-0.0017730878898873925	Good	Good	
30	SPO-IS0005A_00005_103	Reykjavik Grensas	Iceland	traffic	64.1301	-21.8747	European Environmental Agency (EEA)	2026-09-10	9.392507083333333	11.61023235321045	18.743968963623047	Good	Good	
31	SPO-IS0052A_00005_100	Akureyri Strandgata (við Hof)	Iceland	traffic	65.6841	-18.0882	European Environmental Agency (EEA)	2026-09-10	5.722222222222222	5.9256591796875	12.318070411682129	Good	Good	
