	Concentration (microg/m^3)	Year	Month	Day	Hour	Minute	SamplingPoint
0	64.51348084	2020	1	1	0	0	SPO-SE135019_00005_101
1	104.51640163	2020	1	1	1	0	SPO-SE135019_00005_101
2	68.98244972	2020	1	1	2	0	SPO-SE135019_00005_101
3	18.49739823	2020	1	1	3	0	SPO-SE135019_00005_101
4	19.25396565	2020	1	1	4	0	SPO-SE135019_00005_101
5	12.7934623	2020	1	1	5	0	SPO-SE135019_00005_101
6	7.46366004	2020	1	1	6	0	SPO-SE135019_00005_101
7	7.22009697	2020	1	1	7	0	SPO-SE135019_00005_101
8	4.80052049	2020	1	1	8	0	SPO-SE135019_00005_101
9	5.89201694	2020	1	1	9	0	SPO-SE135019_00005_101
10	4.997823	2020	1	1	10	0	SPO-SE135019_00005_101
11	6.48600905	2020	1	1	11	0	SPO-SE135019_00005_101
12	15.19648016	2020	1	1	12	0	SPO-SE135019_00005_101
13	26.06057536	2020	1	1	13	0	SPO-SE135019_00005_101
14	25.61741805	2020	1	1	14	0	SPO-SE135019_00005_101
15	21.00922904	2020	1	1	15	0	SPO-SE135019_00005_101
16	25.62376477	2020	1	1	16	0	SPO-SE135019_00005_101
17	20.62756952	2020	1	1	17	0	SPO-SE135019_00005_101
18	19.04633421	2020	1	1	18	0	SPO-SE135019_00005_101
19	16.70440041	2020	1	1	19	0	SPO-SE135019_00005_101
20	14.96242663	2020	1	1	20	0	SPO-SE135019_00005_101
21	13.57747606	2020	1	1	21	0	SPO-SE135019_00005_101
22	11.37542529	2020	1	1	22	0	SPO-SE135019_00005_101
23	9.3218831	2020	1	1	23	0	SPO-SE135019_00005_101
24	10.21351945	2020	1	2	0	0	SPO-SE135019_00005_101
25	9.3154084	2020	1	2	1	0	SPO-SE135019_00005_101
26	9.4621238	2020	1	2	2	0	SPO-SE135019_00005_101
27	12.46649345	2020	1	2	3	0	SPO-SE135019_00005_101
28	12.03587195	2020	1	2	4	0	SPO-SE135019_00005_101
29	12.76149236	2020	1	2	5	0	SPO-SE135019_00005_101
30	14.12249596	2020	1	2	6	0	SPO-SE135019_00005_101
31	15.60223674	2020	1	2	7	0	SPO-SE135019_00005_101
32	16.41656628	2020	1	2	8	0	SPO-SE135019_00005_101
33	19.40825552	2020	1	2	9	0	SPO-SE135019_00005_101
34	15.70838958	2020	1	2	10	0	SPO-SE135019_00005_101
35	16.12888247	2020	1	2	11	0	SPO-SE135019_00005_101
36	13.51266685	2020	1	2	12	0	SPO-SE135019_00005_101
37	16.93833992	2020	1	2	13	0	SPO-SE135019_00005_101
38	20.12970558	2020	1	2	14	0	SPO-SE135019_00005_101
39	22.13002901	2020	1	2	15	0	SPO-SE135019_00005_101
40	23.04114038	2020	1	2	16	0	SPO-SE135019_00005_101
41	22.068439	2020	1	2	17	0	SPO-SE135019_00005_101
42	21.0436863	2020	1	2	18	0	SPO-SE135019_00005_101
43	22.60675184	2020	1	2	19	0	SPO-SE135019_00005_101
44	17.84026546	2020	1	2	20	0	SPO-SE135019_00005_101
45	17.92831558	2020	1	2	21	0	SPO-SE135019_00005_101
46	15.96895098	2020	1	2	22	0	SPO-SE135019_00005_101
47	14.38956305	2020	1	2	23	0	SPO-SE135019_00005_101
48	12.92599628	2020	1	3	0	0	SPO-SE135019_00005_101
49	10.11279173	2020	1	3	1	0	SPO-SE135019_00005_101
50	7.73946666	2020	1	3	2	0	SPO-SE135019_00005_101
51	7.60676214	2020	1	3	3	0	SPO-SE135019_00005_101
52	8.74236456	2020	1	3	4	0	SPO-SE135019_00005_101
53	7.58130418	2020	1	3	5	0	SPO-SE135019_00005_101
54	8.37075894	2020	1	3	6	0	SPO-SE135019_00005_101
55	11.0746584	2020	1	3	7	0	SPO-SE135019_00005_101
56	12.40284333	2020	1	3	8	0	SPO-SE135019_00005_101
57	16.09298593	2020	1	3	9	0	SPO-SE135019_00005_101
58	14.33840874	2020	1	3	10	0	SPO-SE135019_00005_101
59	9.59950852	2020	1	3	11	0	SPO-SE135019_00005_101
60	7.15118814	2020	1	3	12	0	SPO-SE135019_00005_101
61	7.55198325	2020	1	3	13	0	SPO-SE135019_00005_101
62	8.34219878	2020	1	3	14	0	SPO-SE135019_00005_101
63	11.46258614	2020	1	3	15	0	SPO-SE135019_00005_101
64	4.39340343	2020	1	3	16	0	SPO-SE135019_00005_101
65	15.24989773	2020	1	3	17	0	SPO-SE135019_00005_101
66	16.64552256	2020	1	3	18	0	SPO-SE135019_00005_101
67	19.01062509	2020	1	3	19	0	SPO-SE135019_00005_101
68	18.64646091	2020	1	3	20	0	SPO-SE135019_00005_101
69	17.7794598	2020	1	3	21	0	SPO-SE135019_00005_101
70	17.68845911	2020	1	3	22	0	SPO-SE135019_00005_101
71	16.27857673	2020	1	3	23	0	SPO-SE135019_00005_101
72	16.08562393	2020	1	4	0	0	SPO-SE135019_00005_101
73	15.52793365	2020	1	4	1	0	SPO-SE135019_00005_101
74	13.43022502	2020	1	4	2	0	SPO-SE135019_00005_101
