	Concentration (microg/m^3)	Year	Month	Day	Hour	Minute	SamplingPoint
0	57.563569	2020	1	1	0	0	SPO_NO0123A_5_2952
1	27.08641799	2020	1	1	1	0	SPO_NO0123A_5_2952
2	12.571522	2020	1	1	2	0	SPO_NO0123A_5_2952
3	4.33625699	2020	1	1	3	0	SPO_NO0123A_5_2952
4	0.804915	2020	1	1	4	0	SPO_NO0123A_5_2952
5	0.838614	2020	1	1	5	0	SPO_NO0123A_5_2952
6	1.074192	2020	1	1	6	0	SPO_NO0123A_5_2952
7	3.78881399	2020	1	1	7	0	SPO_NO0123A_5_2952
8	10.769266	2020	1	1	8	0	SPO_NO0123A_5_2952
9	10.554376	2020	1	1	9	0	SPO_NO0123A_5_2952
10	5.60874399	2020	1	1	10	0	SPO_NO0123A_5_2952
11	3.074818	2020	1	1	11	0	SPO_NO0123A_5_2952
12	3.77185799	2020	1	1	12	0	SPO_NO0123A_5_2952
13	7.09076699	2020	1	1	13	0	SPO_NO0123A_5_2952
14	4.00891399	2020	1	1	14	0	SPO_NO0123A_5_2952
15	1.788524	2020	1	1	15	0	SPO_NO0123A_5_2952
16	1.07866	2020	1	1	16	0	SPO_NO0123A_5_2952
17	5.051275	2020	1	1	17	0	SPO_NO0123A_5_2952
18	19.244935	2020	1	1	18	0	SPO_NO0123A_5_2952
19	23.184873	2020	1	1	19	0	SPO_NO0123A_5_2952
20	18.42958099	2020	1	1	20	0	SPO_NO0123A_5_2952
21	23.080559	2020	1	1	21	0	SPO_NO0123A_5_2952
22	17.89744599	2020	1	1	22	0	SPO_NO0123A_5_2952
23	21.701718	2020	1	1	23	0	SPO_NO0123A_5_2952
24	13.523948	2020	1	2	0	0	SPO_NO0123A_5_2952
25	19.571148	2020	1	2	1	0	SPO_NO0123A_5_2952
26	8.464199	2020	1	2	2	0	SPO_NO0123A_5_2952
27	1.65789999	2020	1	2	3	0	SPO_NO0123A_5_2952
28	2.668947	2020	1	2	4	0	SPO_NO0123A_5_2952
29	2.22248	2020	1	2	5	0	SPO_NO0123A_5_2952
30	5.081747	2020	1	2	6	0	SPO_NO0123A_5_2952
31	1.899848	2020	1	2	7	0	SPO_NO0123A_5_2952
32	0.811834	2020	1	2	8	0	SPO_NO0123A_5_2952
33	0.544736	2020	1	2	9	0	SPO_NO0123A_5_2952
34	3.67941299	2020	1	2	10	0	SPO_NO0123A_5_2952
35	8.53670299	2020	1	2	11	0	SPO_NO0123A_5_2952
36	6.40734099	2020	1	2	12	0	SPO_NO0123A_5_2952
37	3.09699899	2020	1	2	13	0	SPO_NO0123A_5_2952
38	2.824186	2020	1	2	14	0	SPO_NO0123A_5_2952
39	2.27813499	2020	1	2	15	0	SPO_NO0123A_5_2952
40	1.8869	2020	1	2	16	0	SPO_NO0123A_5_2952
41	1.591531	2020	1	2	17	0	SPO_NO0123A_5_2952
42	1.15597799	2020	1	2	18	0	SPO_NO0123A_5_2952
43	1.69039999	2020	1	2	19	0	SPO_NO0123A_5_2952
44	0.888976	2020	1	2	20	0	SPO_NO0123A_5_2952
45	0.848612	2020	1	2	21	0	SPO_NO0123A_5_2952
46	0.57879	2020	1	2	22	0	SPO_NO0123A_5_2952
47	0.765276	2020	1	2	23	0	SPO_NO0123A_5_2952
48	4.77690899	2020	1	3	0	0	SPO_NO0123A_5_2952
49	3.17752299	2020	1	3	1	0	SPO_NO0123A_5_2952
50	2.43656	2020	1	3	2	0	SPO_NO0123A_5_2952
51	2.348316	2020	1	3	3	0	SPO_NO0123A_5_2952
52	1.889243	2020	1	3	4	0	SPO_NO0123A_5_2952
53	1.66494199	2020	1	3	5	0	SPO_NO0123A_5_2952
54	2.939581	2020	1	3	6	0	SPO_NO0123A_5_2952
55	1.3893	2020	1	3	7	0	SPO_NO0123A_5_2952
56	3.06455199	2020	1	3	8	0	SPO_NO0123A_5_2952
57	11.20080699	2020	1	3	9	0	SPO_NO0123A_5_2952
58	8.28308799	2020	1	3	10	0	SPO_NO0123A_5_2952
59	8.11389199	2020	1	3	11	0	SPO_NO0123A_5_2952
60	8.401638	2020	1	3	12	0	SPO_NO0123A_5_2952
61	9.051695	2020	1	3	13	0	SPO_NO0123A_5_2952
62	9.595938	2020	1	3	14	0	SPO_NO0123A_5_2952
63	9.023782	2020	1	3	15	0	SPO_NO0123A_5_2952
64	14.427185	2020	1	3	16	0	SPO_NO0123A_5_2952
65	10.89773699	2020	1	3	17	0	SPO_NO0123A_5_2952
66	4.40239099	2020	1	3	18	0	SPO_NO0123A_5_2952
67	2.73472299	2020	1	3	19	0	SPO_NO0123A_5_2952
68	2.06739499	2020	1	3	20	0	SPO_NO0123A_5_2952
69	1.077862	2020	1	3	21	0	SPO_NO0123A_5_2952
70	4.06019899	2020	1	3	22	0	SPO_NO0123A_5_2952
71	2.109179	2020	1	3	23	0	SPO_NO0123A_5_2952
72	4.38393899	2020	1	4	0	0	SPO_NO0123A_5_2952
73	3.221972	2020	1	4	1	0	SPO_NO0123A_5_2952
74	3.80609699	2020	1	4	2	0	SPO_NO0123A_5_2952
