	Concentration (microg/m^3)	Year	Month	Day	Hour	Minute	SamplingPoint
0	156.68	2020	1	1	0	0	SPO-SE165095_00005_100
1	234.34999999	2020	1	1	1	0	SPO-SE165095_00005_100
2	140.00999999	2020	1	1	2	0	SPO-SE165095_00005_100
3	55.79999999	2020	1	1	3	0	SPO-SE165095_00005_100
4	44.32999999	2020	1	1	4	0	SPO-SE165095_00005_100
5	33.47999999	2020	1	1	5	0	SPO-SE165095_00005_100
6	34.04999999	2020	1	1	6	0	SPO-SE165095_00005_100
7	38.03999999	2020	1	1	7	0	SPO-SE165095_00005_100
8	10.10999999	2020	1	1	8	0	SPO-SE165095_00005_100
9	22.18	2020	1	1	9	0	SPO-SE165095_00005_100
10	81.45999999	2020	1	1	10	0	SPO-SE165095_00005_100
11	57.21	2020	1	1	11	0	SPO-SE165095_00005_100
12	29.21999999	2020	1	1	12	0	SPO-SE165095_00005_100
13	63.42	2020	1	1	13	0	SPO-SE165095_00005_100
14	128.36	2020	1	1	14	0	SPO-SE165095_00005_100
15	307.24	2020	1	1	15	0	SPO-SE165095_00005_100
16	156.43	2020	1	1	16	0	SPO-SE165095_00005_100
17	88.25	2020	1	1	17	0	SPO-SE165095_00005_100
18	128.21	2020	1	1	18	0	SPO-SE165095_00005_100
19	57.53	2020	1	1	19	0	SPO-SE165095_00005_100
20	38.35	2020	1	1	20	0	SPO-SE165095_00005_100
21	31.07999999	2020	1	1	21	0	SPO-SE165095_00005_100
22	16.02	2020	1	1	22	0	SPO-SE165095_00005_100
23	17.87999999	2020	1	1	23	0	SPO-SE165095_00005_100
24	15.31	2020	1	2	0	0	SPO-SE165095_00005_100
25	8.17999999	2020	1	2	1	0	SPO-SE165095_00005_100
26	6.65	2020	1	2	2	0	SPO-SE165095_00005_100
27	5.25999999	2020	1	2	3	0	SPO-SE165095_00005_100
28	4.69	2020	1	2	4	0	SPO-SE165095_00005_100
29	5.34999999	2020	1	2	5	0	SPO-SE165095_00005_100
30	6.62999999	2020	1	2	6	0	SPO-SE165095_00005_100
31	16.02	2020	1	2	7	0	SPO-SE165095_00005_100
32	21.73999999	2020	1	2	8	0	SPO-SE165095_00005_100
33	26.67	2020	1	2	9	0	SPO-SE165095_00005_100
34		2020	1	2	10	0	
