	Concentration (microg/m^3)	Year	Month	Day	Hour	Minute	SamplingPoint
0	172.15	2020	1	1	0	0	SPO_NO0124A_5_2957
1	13.09	2020	1	1	1	0	SPO_NO0124A_5_2957
2	13.42	2020	1	1	2	0	SPO_NO0124A_5_2957
3	8.35999999	2020	1	1	3	0	SPO_NO0124A_5_2957
4	9.9	2020	1	1	4	0	SPO_NO0124A_5_2957
5	9.67999999	2020	1	1	5	0	SPO_NO0124A_5_2957
6	11.22	2020	1	1	6	0	SPO_NO0124A_5_2957
7	8.8	2020	1	1	7	0	SPO_NO0124A_5_2957
8	8.8	2020	1	1	8	0	SPO_NO0124A_5_2957
9	9.9	2020	1	1	9	0	SPO_NO0124A_5_2957
10	11.22	2020	1	1	10	0	SPO_NO0124A_5_2957
11	9.01999999	2020	1	1	11	0	SPO_NO0124A_5_2957
12	11.33	2020	1	1	12	0	SPO_NO0124A_5_2957
13	9.57	2020	1	1	13	0	SPO_NO0124A_5_2957
14	13.09	2020	1	1	14	0	SPO_NO0124A_5_2957
15	9.67999999	2020	1	1	15	0	SPO_NO0124A_5_2957
16	6.26999999	2020	1	1	16	0	SPO_NO0124A_5_2957
17	6.49	2020	1	1	17	0	SPO_NO0124A_5_2957
18	6.49	2020	1	1	18	0	SPO_NO0124A_5_2957
19	5.28	2020	1	1	19	0	SPO_NO0124A_5_2957
20	3.85	2020	1	1	20	0	SPO_NO0124A_5_2957
21	5.61	2020	1	1	21	0	SPO_NO0124A_5_2957
22	5.28	2020	1	1	22	0	SPO_NO0124A_5_2957
23	5.28	2020	1	1	23	0	SPO_NO0124A_5_2957
24	8.91	2020	1	2	0	0	SPO_NO0124A_5_2957
25	10.77999999	2020	1	2	1	0	SPO_NO0124A_5_2957
26	8.25	2020	1	2	2	0	SPO_NO0124A_5_2957
27	7.80999999	2020	1	2	3	0	SPO_NO0124A_5_2957
28	6.59999999	2020	1	2	4	0	SPO_NO0124A_5_2957
29	7.04	2020	1	2	5	0	SPO_NO0124A_5_2957
30	4.4	2020	1	2	6	0	SPO_NO0124A_5_2957
31	4.4	2020	1	2	7	0	SPO_NO0124A_5_2957
32	0.88	2020	1	2	8	0	SPO_NO0124A_5_2957
33	0.0	2020	1	2	9	0	SPO_NO0124A_5_2957
34	2.85999999	2020	1	2	10	0	SPO_NO0124A_5_2957
35	2.31	2020	1	2	11	0	SPO_NO0124A_5_2957
36	1.87	2020	1	2	12	0	SPO_NO0124A_5_2957
37	0.0	2020	1	2	13	0	SPO_NO0124A_5_2957
38	7.80999999	2020	1	2	14	0	SPO_NO0124A_5_2957
39	6.04999999	2020	1	2	15	0	SPO_NO0124A_5_2957
40	7.15	2020	1	2	16	0	SPO_NO0124A_5_2957
41	10.11999999	2020	1	2	17	0	SPO_NO0124A_5_2957
42	11.88	2020	1	2	18	0	SPO_NO0124A_5_2957
43	8.35999999	2020	1	2	19	0	SPO_NO0124A_5_2957
44	12.1	2020	1	2	20	0	SPO_NO0124A_5_2957
45	14.74	2020	1	2	21	0	SPO_NO0124A_5_2957
46	15.28999999	2020	1	2	22	0	SPO_NO0124A_5_2957
47	7.04	2020	1	2	23	0	SPO_NO0124A_5_2957
48	3.08	2020	1	3	0	0	SPO_NO0124A_5_2957
49	1.1	2020	1	3	1	0	SPO_NO0124A_5_2957
50	5.71999999	2020	1	3	2	0	SPO_NO0124A_5_2957
51	1.98	2020	1	3	3	0	SPO_NO0124A_5_2957
52	3.85	2020	1	3	4	0	SPO_NO0124A_5_2957
53	3.62999999	2020	1	3	5	0	SPO_NO0124A_5_2957
54	8.68999999	2020	1	3	6	0	SPO_NO0124A_5_2957
55	5.71999999	2020	1	3	7	0	SPO_NO0124A_5_2957
56	7.48	2020	1	3	8	0	SPO_NO0124A_5_2957
57	5.71999999	2020	1	3	9	0	SPO_NO0124A_5_2957
58	3.52	2020	1	3	10	0	SPO_NO0124A_5_2957
59	9.67999999	2020	1	3	11	0	SPO_NO0124A_5_2957
60	4.29	2020	1	3	12	0	SPO_NO0124A_5_2957
61	6.59999999	2020	1	3	13	0	SPO_NO0124A_5_2957
62	5.38999999	2020	1	3	14	0	SPO_NO0124A_5_2957
63	3.85	2020	1	3	15	0	SPO_NO0124A_5_2957
64	5.71999999	2020	1	3	16	0	SPO_NO0124A_5_2957
65	4.07	2020	1	3	17	0	SPO_NO0124A_5_2957
66	8.91	2020	1	3	18	0	SPO_NO0124A_5_2957
67	4.07	2020	1	3	19	0	SPO_NO0124A_5_2957
68	7.04	2020	1	3	20	0	SPO_NO0124A_5_2957
69	4.83999999	2020	1	3	21	0	SPO_NO0124A_5_2957
70	4.50999999	2020	1	3	22	0	SPO_NO0124A_5_2957
71	6.49	2020	1	3	23	0	SPO_NO0124A_5_2957
72	5.83	2020	1	4	0	0	SPO_NO0124A_5_2957
73	9.78999999	2020	1	4	1	0	SPO_NO0124A_5_2957
74	5.83	2020	1	4	2	0	SPO_NO0124A_5_2957
75	12.43	2020	1	4	3	0	SPO_NO0124A_5_2957
76	16.05999999	2020	1	4	4	0	SPO_NO0124A_5_2957
77	15.61999999	2020	1	4	5	0	SPO_NO0124A_5_2957
78	10.01	2020	1	4	6	0	SPO_NO0124A_5_2957
79	18.03999999	2020	1	4	7	0	SPO_NO0124A_5_2957
80	21.01	2020	1	4	8	0	SPO_NO0124A_5_2957
81	17.93	2020	1	4	9	0	SPO_NO0124A_5_2957
82	7.15	2020	1	4	10	0	SPO_NO0124A_5_2957
83	12.32	2020	1	4	11	0	SPO_NO0124A_5_2957
84	9.67999999	2020	1	4	12	0	SPO_NO0124A_5_2957
85	22.0	2020	1	4	13	0	SPO_NO0124A_5_2957
86	14.41	2020	1	4	14	0	SPO_NO0124A_5_2957
87	14.52	2020	1	4	15	0	SPO_NO0124A_5_2957
88	11.77	2020	1	4	16	0	SPO_NO0124A_5_2957
89	11.33	2020	1	4	17	0	SPO_NO0124A_5_2957
90	13.85999999	2020	1	4	18	0	SPO_NO0124A_5_2957
91	8.91	2020	1	4	19	0	SPO_NO0124A_5_2957
92	11.55	2020	1	4	20	0	SPO_NO0124A_5_2957
93	11.44	2020	1	4	21	0	SPO_NO0124A_5_2957
94	10.34	2020	1	4	22	0	SPO_NO0124A_5_2957
95	10.34	2020	1	4	23	0	SPO_NO0124A_5_2957
96	9.57	2020	1	5	0	0	SPO_NO0124A_5_2957
97	8.47	2020	1	5	1	0	SPO_NO0124A_5_2957
98	7.04	2020	1	5	2	0	SPO_NO0124A_5_2957
99	7.37	2020	1	5	3	0	SPO_NO0124A_5_2957
100	5.28	2020	1	5	4	0	SPO_NO0124A_5_2957
101	6.59999999	2020	1	5	5	0	SPO_NO0124A_5_2957
102	4.50999999	2020	1	5	6	0	SPO_NO0124A_5_2957
103	9.46	2020	1	5	7	0	SPO_NO0124A_5_2957
104	3.74	2020	1	5	8	0	SPO_NO0124A_5_2957
105	5.94	2020	1	5	9	0	SPO_NO0124A_5_2957
106	3.62999999	2020	1	5	10	0	SPO_NO0124A_5_2957
107	4.17999999	2020	1	5	11	0	SPO_NO0124A_5_2957
108	3.08	2020	1	5	12	0	SPO_NO0124A_5_2957
109	2.97	2020	1	5	13	0	SPO_NO0124A_5_2957
110	4.95	2020	1	5	14	0	SPO_NO0124A_5_2957
111	4.73	2020	1	5	15	0	SPO_NO0124A_5_2957
112	4.4	2020	1	5	16	0	SPO_NO0124A_5_2957
113	7.04	2020	1	5	17	0	SPO_NO0124A_5_2957
114	5.61	2020	1	5	18	0	SPO_NO0124A_5_2957
115	5.05999999	2020	1	5	19	0	SPO_NO0124A_5_2957
116	4.07	2020	1	5	20	0	SPO_NO0124A_5_2957
117	9.01999999	2020	1	5	21	0	SPO_NO0124A_5_2957
118	16.5	2020	1	5	22	0	SPO_NO0124A_5_2957
119	4.73	2020	1	5	23	0	SPO_NO0124A_5_2957
120	4.07	2020	1	6	0	0	SPO_NO0124A_5_2957
121	5.61	2020	1	6	1	0	SPO_NO0124A_5_2957
122	5.71999999	2020	1	6	2	0	SPO_NO0124A_5_2957
123	5.16999999	2020	1	6	3	0	SPO_NO0124A_5_2957
124	7.37	2020	1	6	4	0	SPO_NO0124A_5_2957
125	6.92999999	2020	1	6	5	0	SPO_NO0124A_5_2957
126	6.16	2020	1	6	6	0	SPO_NO0124A_5_2957
127	7.80999999	2020	1	6	7	0	SPO_NO0124A_5_2957
128	7.48	2020	1	6	8	0	SPO_NO0124A_5_2957
129	6.82	2020	1	6	9	0	SPO_NO0124A_5_2957
130	6.71	2020	1	6	10	0	SPO_NO0124A_5_2957
131	4.50999999	2020	1	6	11	0	SPO_NO0124A_5_2957
132	6.71	2020	1	6	12	0	SPO_NO0124A_5_2957
133	7.04	2020	1	6	13	0	SPO_NO0124A_5_2957
