	Concentration (microg/m^3)	Year	Month	Day	Hour	Minute	SamplingPoint
0	6.60599999	2020	1	1	0	0	SPO-SE09569_00005_100
1	3.717	2020	1	1	1	0	SPO-SE09569_00005_100
2	1.731	2020	1	1	2	0	SPO-SE09569_00005_100
3	1.915	2020	1	1	3	0	SPO-SE09569_00005_100
4	1.159	2020	1	1	4	0	SPO-SE09569_00005_100
5	1.574	2020	1	1	5	0	SPO-SE09569_00005_100
6	5.06099999	2020	1	1	6	0	SPO-SE09569_00005_100
7	5.833	2020	1	1	7	0	SPO-SE09569_00005_100
8	8.384	2020	1	1	8	0	SPO-SE09569_00005_100
9	4.62899999	2020	1	1	9	0	SPO-SE09569_00005_100
10	4.79499999	2020	1	1	10	0	SPO-SE09569_00005_100
11	4.28599999	2020	1	1	11	0	SPO-SE09569_00005_100
12	4.232	2020	1	1	12	0	SPO-SE09569_00005_100
13	4.21199999	2020	1	1	13	0	SPO-SE09569_00005_100
14	4.65299999	2020	1	1	14	0	SPO-SE09569_00005_100
15	7.35299999	2020	1	1	15	0	SPO-SE09569_00005_100
16	7.336	2020	1	1	16	0	SPO-SE09569_00005_100
17	8.49699999	2020	1	1	17	0	SPO-SE09569_00005_100
18	8.608	2020	1	1	18	0	SPO-SE09569_00005_100
19	7.30199999	2020	1	1	19	0	SPO-SE09569_00005_100
20	7.52299999	2020	1	1	20	0	SPO-SE09569_00005_100
21	5.719	2020	1	1	21	0	SPO-SE09569_00005_100
22	5.96199999	2020	1	1	22	0	SPO-SE09569_00005_100
23	7.84999999	2020	1	1	23	0	SPO-SE09569_00005_100
24	4.461	2020	1	2	0	0	SPO-SE09569_00005_100
25	5.556	2020	1	2	1	0	SPO-SE09569_00005_100
26	3.82799999	2020	1	2	2	0	SPO-SE09569_00005_100
27	3.605	2020	1	2	3	0	SPO-SE09569_00005_100
28	4.87899999	2020	1	2	4	0	SPO-SE09569_00005_100
29	5.85299999	2020	1	2	5	0	SPO-SE09569_00005_100
30	6.71499999	2020	1	2	6	0	SPO-SE09569_00005_100
31	12.20299999	2020	1	2	7	0	SPO-SE09569_00005_100
32	20.193	2020	1	2	8	0	SPO-SE09569_00005_100
33	19.64699999	2020	1	2	9	0	SPO-SE09569_00005_100
34	13.606	2020	1	2	10	0	SPO-SE09569_00005_100
35	12.942	2020	1	2	11	0	SPO-SE09569_00005_100
36	11.154	2020	1	2	12	0	SPO-SE09569_00005_100
37	14.553	2020	1	2	13	0	SPO-SE09569_00005_100
38	14.784	2020	1	2	14	0	SPO-SE09569_00005_100
39	15.823	2020	1	2	15	0	SPO-SE09569_00005_100
40	19.11499999	2020	1	2	16	0	SPO-SE09569_00005_100
41	15.56	2020	1	2	17	0	SPO-SE09569_00005_100
42	14.91	2020	1	2	18	0	SPO-SE09569_00005_100
43	13.66499999	2020	1	2	19	0	SPO-SE09569_00005_100
44	14.285	2020	1	2	20	0	SPO-SE09569_00005_100
45	16.556	2020	1	2	21	0	SPO-SE09569_00005_100
46	17.547	2020	1	2	22	0	SPO-SE09569_00005_100
47	13.467	2020	1	2	23	0	SPO-SE09569_00005_100
48	10.07199999	2020	1	3	0	0	SPO-SE09569_00005_100
49	9.25099999	2020	1	3	1	0	SPO-SE09569_00005_100
50	9.22899999	2020	1	3	2	0	SPO-SE09569_00005_100
51	5.54	2020	1	3	3	0	SPO-SE09569_00005_100
52	2.99	2020	1	3	4	0	SPO-SE09569_00005_100
53	2.04499999	2020	1	3	5	0	SPO-SE09569_00005_100
54	2.512	2020	1	3	6	0	SPO-SE09569_00005_100
55	2.00199999	2020	1	3	7	0	SPO-SE09569_00005_100
56	2.475	2020	1	3	8	0	SPO-SE09569_00005_100
57	2.06199999	2020	1	3	9	0	SPO-SE09569_00005_100
58	12.358	2020	1	3	10	0	SPO-SE09569_00005_100
59	7.12699999	2020	1	3	11	0	SPO-SE09569_00005_100
60	2.577	2020	1	3	12	0	SPO-SE09569_00005_100
61	2.157	2020	1	3	13	0	SPO-SE09569_00005_100
