	Concentration (microg/m^3)	Year	Month	Day	Hour	Minute	SamplingPoint
0	37.1	2020	1	1	0	0	SPO_NO0084A_5_967
1	11.5	2020	1	1	1	0	SPO_NO0084A_5_967
2	5.7	2020	1	1	2	0	SPO_NO0084A_5_967
3	4.79999999	2020	1	1	3	0	SPO_NO0084A_5_967
4	3.79999999	2020	1	1	4	0	SPO_NO0084A_5_967
5	4.09999999	2020	1	1	5	0	SPO_NO0084A_5_967
6	4.09999999	2020	1	1	6	0	SPO_NO0084A_5_967
7	3.0	2020	1	1	7	0	SPO_NO0084A_5_967
8	4.4	2020	1	1	8	0	SPO_NO0084A_5_967
9	6.4	2020	1	1	9	0	SPO_NO0084A_5_967
10	7.4	2020	1	1	10	0	SPO_NO0084A_5_967
11	9.69999999	2020	1	1	11	0	SPO_NO0084A_5_967
12	12.4	2020	1	1	12	0	SPO_NO0084A_5_967
13	13.5	2020	1	1	13	0	SPO_NO0084A_5_967
14	13.0	2020	1	1	14	0	SPO_NO0084A_5_967
15	14.0	2020	1	1	15	0	SPO_NO0084A_5_967
16	14.3	2020	1	1	16	0	SPO_NO0084A_5_967
17	15.1	2020	1	1	17	0	SPO_NO0084A_5_967
18	15.1	2020	1	1	18	0	SPO_NO0084A_5_967
19	12.4	2020	1	1	19	0	SPO_NO0084A_5_967
20	10.69999999	2020	1	1	20	0	SPO_NO0084A_5_967
21	10.19999999	2020	1	1	21	0	SPO_NO0084A_5_967
22	10.9	2020	1	1	22	0	SPO_NO0084A_5_967
23	10.1	2020	1	1	23	0	SPO_NO0084A_5_967
24	10.4	2020	1	2	0	0	SPO_NO0084A_5_967
25	11.5	2020	1	2	1	0	SPO_NO0084A_5_967
26	12.8	2020	1	2	2	0	SPO_NO0084A_5_967
27	14.3	2020	1	2	3	0	SPO_NO0084A_5_967
28	15.19999999	2020	1	2	4	0	SPO_NO0084A_5_967
29	17.3	2020	1	2	5	0	SPO_NO0084A_5_967
30	18.3	2020	1	2	6	0	SPO_NO0084A_5_967
31	16.5	2020	1	2	7	0	SPO_NO0084A_5_967
32	16.5	2020	1	2	8	0	SPO_NO0084A_5_967
33	17.69999999	2020	1	2	9	0	SPO_NO0084A_5_967
34	20.6	2020	1	2	10	0	SPO_NO0084A_5_967
35	22.5	2020	1	2	11	0	SPO_NO0084A_5_967
36	19.5	2020	1	2	12	0	SPO_NO0084A_5_967
37	19.8	2020	1	2	13	0	SPO_NO0084A_5_967
38	15.9	2020	1	2	14	0	SPO_NO0084A_5_967
39	13.3	2020	1	2	15	0	SPO_NO0084A_5_967
40	12.69999999	2020	1	2	16	0	SPO_NO0084A_5_967
41	12.4	2020	1	2	17	0	SPO_NO0084A_5_967
42	14.0	2020	1	2	18	0	SPO_NO0084A_5_967
43	14.4	2020	1	2	19	0	SPO_NO0084A_5_967
44	12.19999999	2020	1	2	20	0	SPO_NO0084A_5_967
45	13.19999999	2020	1	2	21	0	SPO_NO0084A_5_967
46	13.3	2020	1	2	22	0	SPO_NO0084A_5_967
47	14.69999999	2020	1	2	23	0	SPO_NO0084A_5_967
48	14.3	2020	1	3	0	0	SPO_NO0084A_5_967
49	12.9	2020	1	3	1	0	SPO_NO0084A_5_967
50	11.4	2020	1	3	2	0	SPO_NO0084A_5_967
51	12.4	2020	1	3	3	0	SPO_NO0084A_5_967
52	11.8	2020	1	3	4	0	SPO_NO0084A_5_967
53	10.69999999	2020	1	3	5	0	SPO_NO0084A_5_967
54	14.0	2020	1	3	6	0	SPO_NO0084A_5_967
55	15.0	2020	1	3	7	0	SPO_NO0084A_5_967
56	9.3	2020	1	3	8	0	SPO_NO0084A_5_967
57	7.2	2020	1	3	9	0	SPO_NO0084A_5_967
58	8.19999999	2020	1	3	10	0	SPO_NO0084A_5_967
59	30.0	2020	1	3	11	0	SPO_NO0084A_5_967
60	48.39999999	2020	1	3	12	0	SPO_NO0084A_5_967
61	47.0	2020	1	3	13	0	SPO_NO0084A_5_967
62	40.29999999	2020	1	3	14	0	SPO_NO0084A_5_967
63	40.39999999	2020	1	3	15	0	SPO_NO0084A_5_967
64	29.1	2020	1	3	16	0	SPO_NO0084A_5_967
65	18.69999999	2020	1	3	17	0	SPO_NO0084A_5_967
66	17.69999999	2020	1	3	18	0	SPO_NO0084A_5_967
67	13.3	2020	1	3	19	0	SPO_NO0084A_5_967
68	14.0	2020	1	3	20	0	SPO_NO0084A_5_967
69	9.8	2020	1	3	21	0	SPO_NO0084A_5_967
70	2.5	2020	1	3	22	0	SPO_NO0084A_5_967
71	2.5	2020	1	3	23	0	SPO_NO0084A_5_967
72	2.7	2020	1	4	0	0	SPO_NO0084A_5_967
73	3.6	2020	1	4	1	0	SPO_NO0084A_5_967
74	3.6	2020	1	4	2	0	SPO_NO0084A_5_967
75	4.59999999	2020	1	4	3	0	SPO_NO0084A_5_967
76	4.7	2020	1	4	4	0	SPO_NO0084A_5_967
77	4.29999999	2020	1	4	5	0	SPO_NO0084A_5_967
78	6.5	2020	1	4	6	0	SPO_NO0084A_5_967
79	9.8	2020	1	4	7	0	SPO_NO0084A_5_967
80	7.5	2020	1	4	8	0	SPO_NO0084A_5_967
81	13.6	2020	1	4	9	0	SPO_NO0084A_5_967
82	19.19999999	2020	1	4	10	0	SPO_NO0084A_5_967
83	20.89999999	2020	1	4	11	0	SPO_NO0084A_5_967
84	23.3	2020	1	4	12	0	SPO_NO0084A_5_967
85	42.29999999	2020	1	4	13	0	SPO_NO0084A_5_967
86	45.0	2020	1	4	14	0	SPO_NO0084A_5_967
87	60.2	2020	1	4	15	0	SPO_NO0084A_5_967
88	91.4	2020	1	4	16	0	SPO_NO0084A_5_967
89	57.6	2020	1	4	17	0	SPO_NO0084A_5_967
90	59.6	2020	1	4	18	0	SPO_NO0084A_5_967
91	87.29999999	2020	1	4	19	0	SPO_NO0084A_5_967
92	92.09999999	2020	1	4	20	0	SPO_NO0084A_5_967
93	64.4	2020	1	4	21	0	SPO_NO0084A_5_967
94	107.8	2020	1	4	22	0	SPO_NO0084A_5_967
95	111.3	2020	1	4	23	0	SPO_NO0084A_5_967
96	42.7	2020	1	5	0	0	SPO_NO0084A_5_967
97	36.79999999	2020	1	5	1	0	SPO_NO0084A_5_967
98	25.89999999	2020	1	5	2	0	SPO_NO0084A_5_967
99	11.9	2020	1	5	3	0	SPO_NO0084A_5_967
100	12.9	2020	1	5	4	0	SPO_NO0084A_5_967
101	10.0	2020	1	5	5	0	SPO_NO0084A_5_967
102	9.09999999	2020	1	5	6	0	SPO_NO0084A_5_967
103	8.19999999	2020	1	5	7	0	SPO_NO0084A_5_967
104	7.29999999	2020	1	5	8	0	SPO_NO0084A_5_967
105	5.5	2020	1	5	9	0	SPO_NO0084A_5_967
106	4.59999999	2020	1	5	10	0	SPO_NO0084A_5_967
107	10.1	2020	1	5	11	0	SPO_NO0084A_5_967
108	11.19999999	2020	1	5	12	0	SPO_NO0084A_5_967
109	7.09999999	2020	1	5	13	0	SPO_NO0084A_5_967
110	7.29999999	2020	1	5	14	0	SPO_NO0084A_5_967
111	11.5	2020	1	5	15	0	SPO_NO0084A_5_967
112	11.69999999	2020	1	5	16	0	SPO_NO0084A_5_967
113	12.5	2020	1	5	17	0	SPO_NO0084A_5_967
114	11.4	2020	1	5	18	0	SPO_NO0084A_5_967
115	9.9	2020	1	5	19	0	SPO_NO0084A_5_967
116	10.5	2020	1	5	20	0	SPO_NO0084A_5_967
117	11.3	2020	1	5	21	0	SPO_NO0084A_5_967
118	10.0	2020	1	5	22	0	SPO_NO0084A_5_967
119	9.09999999	2020	1	5	23	0	SPO_NO0084A_5_967
120	9.5	2020	1	6	0	0	SPO_NO0084A_5_967
121	7.7	2020	1	6	1	0	SPO_NO0084A_5_967
122	6.59999999	2020	1	6	2	0	SPO_NO0084A_5_967
123	5.59999999	2020	1	6	3	0	SPO_NO0084A_5_967
124	6.0	2020	1	6	4	0	SPO_NO0084A_5_967
125	5.79999999	2020	1	6	5	0	SPO_NO0084A_5_967
126	5.59999999	2020	1	6	6	0	SPO_NO0084A_5_967
127	7.0	2020	1	6	7	0	SPO_NO0084A_5_967
128	8.0	2020	1	6	8	0	SPO_NO0084A_5_967
129	8.4	2020	1	6	9	0	SPO_NO0084A_5_967
130	6.59999999	2020	1	6	10	0	SPO_NO0084A_5_967
131	6.4	2020	1	6	11	0	SPO_NO0084A_5_967
132	5.7	2020	1	6	12	0	SPO_NO0084A_5_967
133	4.5	2020	1	6	13	0	SPO_NO0084A_5_967
134	4.0	2020	1	6	14	0	SPO_NO0084A_5_967
135	4.29999999	2020	1	6	15	0	SPO_NO0084A_5_967
136	5.09999999	2020	1	6	16	0	SPO_NO0084A_5_967
137	4.2	2020	1	6	17	0	SPO_NO0084A_5_967
138	6.4	2020	1	6	18	0	SPO_NO0084A_5_967
139		2020	1	6	19	0	SPO_NO0084A_5_967
140		2020	1	6	20	0	SPO_NO0084A_5_967
141		2020	1	6	21	0	SPO_NO0084A_5_967
142	5.5	2020	1	6	22	0	SPO_NO0084A_5_967
143	6.09999999	2020	1	6	23	0	SPO_NO0084A_5_967
144	6.0	2020	1	7	0	0	SPO_NO0084A_5_967
145	7.4	2020	1	7	1	0	SPO_NO0084A_5_967
146	7.09999999	2020	1	7	2	0	SPO_NO0084A_5_967
147	9.09999999	2020	1	7	3	0	SPO_NO0084A_5_967
148	10.69999999	2020	1	7	4	0	SPO_NO0084A_5_967
149	13.9	2020	1	7	5	0	SPO_NO0084A_5_967
150	12.19999999	2020	1	7	6	0	SPO_NO0084A_5_967
151	4.09999999	2020	1	7	7	0	SPO_NO0084A_5_967
152	5.29999999	2020	1	7	8	0	SPO_NO0084A_5_967
153	6.59999999	2020	1	7	9	0	SPO_NO0084A_5_967
154	8.0	2020	1	7	10	0	SPO_NO0084A_5_967
155	6.29999999	2020	1	7	11	0	SPO_NO0084A_5_967
156	7.09999999	2020	1	7	12	0	SPO_NO0084A_5_967
157	5.79999999	2020	1	7	13	0	SPO_NO0084A_5_967
158	8.0	2020	1	7	14	0	SPO_NO0084A_5_967
159	12.8	2020	1	7	15	0	SPO_NO0084A_5_967
160	15.4	2020	1	7	16	0	SPO_NO0084A_5_967
161	15.19999999	2020	1	7	17	0	SPO_NO0084A_5_967
162	16.69999999	2020	1	7	18	0	SPO_NO0084A_5_967
163	15.3	2020	1	7	19	0	SPO_NO0084A_5_967
164	14.4	2020	1	7	20	0	SPO_NO0084A_5_967
165	12.4	2020	1	7	21	0	SPO_NO0084A_5_967
166	8.9	2020	1	7	22	0	SPO_NO0084A_5_967
167	7.09999999	2020	1	7	23	0	SPO_NO0084A_5_967
168	5.79999999	2020	1	8	0	0	SPO_NO0084A_5_967
169	8.0	2020	1	8	1	0	SPO_NO0084A_5_967
170	13.1	2020	1	8	2	0	SPO_NO0084A_5_967
171	14.6	2020	1	8	3	0	SPO_NO0084A_5_967
172	17.3	2020	1	8	4	0	SPO_NO0084A_5_967
173	25.1	2020	1	8	5	0	SPO_NO0084A_5_967
174	23.1	2020	1	8	6	0	SPO_NO0084A_5_967
175	19.8	2020	1	8	7	0	SPO_NO0084A_5_967
176	17.39999999	2020	1	8	8	0	SPO_NO0084A_5_967
177	8.09999999	2020	1	8	9	0	SPO_NO0084A_5_967
178	10.9	2020	1	8	10	0	SPO_NO0084A_5_967
179	10.6	2020	1	8	11	0	SPO_NO0084A_5_967
180	32.2	2020	1	8	12	0	SPO_NO0084A_5_967
181	38.39999999	2020	1	8	13	0	SPO_NO0084A_5_967
182	39.6	2020	1	8	14	0	SPO_NO0084A_5_967
183	38.0	2020	1	8	15	0	SPO_NO0084A_5_967
184	33.29999999	2020	1	8	16	0	SPO_NO0084A_5_967
185	20.5	2020	1	8	17	0	SPO_NO0084A_5_967
186	16.19999999	2020	1	8	18	0	SPO_NO0084A_5_967
187	15.8	2020	1	8	19	0	SPO_NO0084A_5_967
188	15.4	2020	1	8	20	0	SPO_NO0084A_5_967
189	16.1	2020	1	8	21	0	SPO_NO0084A_5_967
190	14.69999999	2020	1	8	22	0	SPO_NO0084A_5_967
191	13.3	2020	1	8	23	0	SPO_NO0084A_5_967
192	10.4	2020	1	9	0	0	SPO_NO0084A_5_967
193	9.8	2020	1	9	1	0	SPO_NO0084A_5_967
194	10.1	2020	1	9	2	0	SPO_NO0084A_5_967
195	10.4	2020	1	9	3	0	SPO_NO0084A_5_967
196	9.4	2020	1	9	4	0	SPO_NO0084A_5_967
197	10.8	2020	1	9	5	0	SPO_NO0084A_5_967
198	11.9	2020	1	9	6	0	SPO_NO0084A_5_967
199	12.3	2020	1	9	7	0	SPO_NO0084A_5_967
200	13.6	2020	1	9	8	0	SPO_NO0084A_5_967
201	15.0	2020	1	9	9	0	SPO_NO0084A_5_967
202	18.1	2020	1	9	10	0	SPO_NO0084A_5_967
203	19.1	2020	1	9	11	0	SPO_NO0084A_5_967
204	22.6	2020	1	9	12	0	SPO_NO0084A_5_967
205	20.0	2020	1	9	13	0	SPO_NO0084A_5_967
206	22.6	2020	1	9	14	0	SPO_NO0084A_5_967
207	25.6	2020	1	9	15	0	SPO_NO0084A_5_967
208	23.89999999	2020	1	9	16	0	SPO_NO0084A_5_967
209	26.6	2020	1	9	17	0	SPO_NO0084A_5_967
210	28.0	2020	1	9	18	0	SPO_NO0084A_5_967
211	32.79999999	2020	1	9	19	0	SPO_NO0084A_5_967
212	8.8	2020	1	9	20	0	SPO_NO0084A_5_967
213	9.09999999	2020	1	9	21	0	SPO_NO0084A_5_967
214	9.3	2020	1	9	22	0	SPO_NO0084A_5_967
215	6.9	2020	1	9	23	0	SPO_NO0084A_5_967
216	5.9	2020	1	10	0	0	SPO_NO0084A_5_967
217	4.59999999	2020	1	10	1	0	SPO_NO0084A_5_967
218	3.89999999	2020	1	10	2	0	SPO_NO0084A_5_967
219	3.5	2020	1	10	3	0	SPO_NO0084A_5_967
220	2.7	2020	1	10	4	0	SPO_NO0084A_5_967
221	3.7	2020	1	10	5	0	SPO_NO0084A_5_967
222	5.2	2020	1	10	6	0	SPO_NO0084A_5_967
223	5.79999999	2020	1	10	7	0	SPO_NO0084A_5_967
