	Concentration (microg/m^3)	Year	Month	Day	Hour	Minute	SamplingPoint
0	3.0	2020	1	1	0	0	SPO-SE157993_00005_100
1	3.0	2020	1	1	1	0	SPO-SE157993_00005_100
2	2.89999999	2020	1	1	2	0	SPO-SE157993_00005_100
3	3.29999999	2020	1	1	3	0	SPO-SE157993_00005_100
4	4.29999999	2020	1	1	4	0	SPO-SE157993_00005_100
5	3.79999999	2020	1	1	5	0	SPO-SE157993_00005_100
6	4.59999999	2020	1	1	6	0	SPO-SE157993_00005_100
7	4.9	2020	1	1	7	0	SPO-SE157993_00005_100
8	5.59999999	2020	1	1	8	0	SPO-SE157993_00005_100
9	6.4	2020	1	1	9	0	SPO-SE157993_00005_100
10	5.9	2020	1	1	10	0	SPO-SE157993_00005_100
11	3.79999999	2020	1	1	11	0	SPO-SE157993_00005_100
12	3.89999999	2020	1	1	12	0	SPO-SE157993_00005_100
13	4.59999999	2020	1	1	13	0	SPO-SE157993_00005_100
14	4.29999999	2020	1	1	14	0	SPO-SE157993_00005_100
15	4.4	2020	1	1	15	0	SPO-SE157993_00005_100
16	5.09999999	2020	1	1	16	0	SPO-SE157993_00005_100
17	5.09999999	2020	1	1	17	0	SPO-SE157993_00005_100
18	5.29999999	2020	1	1	18	0	SPO-SE157993_00005_100
19	8.3	2020	1	1	19	0	SPO-SE157993_00005_100
20	8.4	2020	1	1	20	0	SPO-SE157993_00005_100
21	10.1	2020	1	1	21	0	SPO-SE157993_00005_100
22	8.8	2020	1	1	22	0	SPO-SE157993_00005_100
23	8.9	2020	1	1	23	0	SPO-SE157993_00005_100
24	7.7	2020	1	2	0	0	SPO-SE157993_00005_100
25	6.59999999	2020	1	2	1	0	SPO-SE157993_00005_100
26	7.5	2020	1	2	2	0	SPO-SE157993_00005_100
27	9.0	2020	1	2	3	0	SPO-SE157993_00005_100
28	10.19999999	2020	1	2	4	0	SPO-SE157993_00005_100
29	12.19999999	2020	1	2	5	0	SPO-SE157993_00005_100
30	12.6	2020	1	2	6	0	SPO-SE157993_00005_100
31	12.0	2020	1	2	7	0	SPO-SE157993_00005_100
32	10.1	2020	1	2	8	0	SPO-SE157993_00005_100
33	10.4	2020	1	2	9	0	SPO-SE157993_00005_100
34	12.19999999	2020	1	2	10	0	SPO-SE157993_00005_100
35	12.69999999	2020	1	2	11	0	SPO-SE157993_00005_100
36	13.5	2020	1	2	12	0	SPO-SE157993_00005_100
37	12.6	2020	1	2	13	0	SPO-SE157993_00005_100
38	10.5	2020	1	2	14	0	SPO-SE157993_00005_100
39	8.5	2020	1	2	15	0	SPO-SE157993_00005_100
40	8.69999999	2020	1	2	16	0	SPO-SE157993_00005_100
41	9.4	2020	1	2	17	0	SPO-SE157993_00005_100
42	9.4	2020	1	2	18	0	SPO-SE157993_00005_100
43	7.29999999	2020	1	2	19	0	SPO-SE157993_00005_100
