	Concentration (microg/m^3)	Year	Month	Day	Hour	Minute	SamplingPoint
0	110.22419354	2020	1	1	0	0	SPO_NO0127A_5_2964
1	34.5005056	2020	1	1	1	0	SPO_NO0127A_5_2964
2	5.62191666	2020	1	1	2	0	SPO_NO0127A_5_2964
3	3.86541666	2020	1	1	3	0	SPO_NO0127A_5_2964
4	0.28491666	2020	1	1	4	0	SPO_NO0127A_5_2964
5	0.27166666	2020	1	1	5	0	SPO_NO0127A_5_2964
6	0.42016666	2020	1	1	6	0	SPO_NO0127A_5_2964
7	0.48566666	2020	1	1	7	0	SPO_NO0127A_5_2964
8	0.56208333	2020	1	1	8	0	SPO_NO0127A_5_2964
9	0.3805	2020	1	1	9	0	SPO_NO0127A_5_2964
10	0.38741666	2020	1	1	10	0	SPO_NO0127A_5_2964
11	0.39316666	2020	1	1	11	0	SPO_NO0127A_5_2964
12	0.503	2020	1	1	12	0	SPO_NO0127A_5_2964
13	0.685	2020	1	1	13	0	SPO_NO0127A_5_2964
14	1.23558333	2020	1	1	14	0	SPO_NO0127A_5_2964
15	2.565	2020	1	1	15	0	SPO_NO0127A_5_2964
16	0.829	2020	1	1	16	0	SPO_NO0127A_5_2964
17	2.05466666	2020	1	1	17	0	SPO_NO0127A_5_2964
18	1.542	2020	1	1	18	0	SPO_NO0127A_5_2964
19	3.23258333	2020	1	1	19	0	SPO_NO0127A_5_2964
20	2.22416665	2020	1	1	20	0	SPO_NO0127A_5_2964
21	1.44066666	2020	1	1	21	0	SPO_NO0127A_5_2964
22	5.4391111	2020	1	1	22	0	SPO_NO0127A_5_2964
23	2.75219443	2020	1	1	23	0	SPO_NO0127A_5_2964
24	0.90647222	2020	1	2	0	0	SPO_NO0127A_5_2964
25	0.92222222	2020	1	2	1	0	SPO_NO0127A_5_2964
26	1.30433332	2020	1	2	2	0	SPO_NO0127A_5_2964
27	2.62016666	2020	1	2	3	0	SPO_NO0127A_5_2964
28	1.48844444	2020	1	2	4	0	SPO_NO0127A_5_2964
29	1.20133333	2020	1	2	5	0	SPO_NO0127A_5_2964
30	3.40735375	2020	1	2	6	0	SPO_NO0127A_5_2964
31	5.95611111	2020	1	2	7	0	SPO_NO0127A_5_2964
32	4.2869405	2020	1	2	8	0	SPO_NO0127A_5_2964
33	3.53075362	2020	1	2	9	0	SPO_NO0127A_5_2964
34	1.40638727	2020	1	2	10	0	SPO_NO0127A_5_2964
35	0.55286908	2020	1	2	11	0	SPO_NO0127A_5_2964
36	0.48044444	2020	1	2	12	0	SPO_NO0127A_5_2964
37	0.90044444	2020	1	2	13	0	SPO_NO0127A_5_2964
38	1.68161111	2020	1	2	14	0	SPO_NO0127A_5_2964
39	3.06199999	2020	1	2	15	0	SPO_NO0127A_5_2964
40	4.125	2020	1	2	16	0	SPO_NO0127A_5_2964
41	3.42205555	2020	1	2	17	0	SPO_NO0127A_5_2964
42	3.37022222	2020	1	2	18	0	SPO_NO0127A_5_2964
43	6.32622222	2020	1	2	19	0	SPO_NO0127A_5_2964
44	10.93188888	2020	1	2	20	0	SPO_NO0127A_5_2964
45	7.60749999	2020	1	2	21	0	SPO_NO0127A_5_2964
46	5.61399999	2020	1	2	22	0	SPO_NO0127A_5_2964
47	0.77761494	2020	1	2	23	0	SPO_NO0127A_5_2964
48	0.23851311	2020	1	3	0	0	SPO_NO0127A_5_2964
49	0.56408571	2020	1	3	1	0	SPO_NO0127A_5_2964
50	0.79418079	2020	1	3	2	0	SPO_NO0127A_5_2964
51	0.88380952	2020	1	3	3	0	SPO_NO0127A_5_2964
52	1.14310055	2020	1	3	4	0	SPO_NO0127A_5_2964
53	2.08166665	2020	1	3	5	0	SPO_NO0127A_5_2964
54	3.1625	2020	1	3	6	0	SPO_NO0127A_5_2964
55	4.01633333	2020	1	3	7	0	SPO_NO0127A_5_2964
56	3.67333333	2020	1	3	8	0	SPO_NO0127A_5_2964
57	1.45166666	2020	1	3	9	0	SPO_NO0127A_5_2964
58	0.656	2020	1	3	10	0	SPO_NO0127A_5_2964
59	1.61949999	2020	1	3	11	0	SPO_NO0127A_5_2964
60	3.44766665	2020	1	3	12	0	SPO_NO0127A_5_2964
61	2.685	2020	1	3	13	0	SPO_NO0127A_5_2964
62	2.51366666	2020	1	3	14	0	SPO_NO0127A_5_2964
63	2.28549999	2020	1	3	15	0	SPO_NO0127A_5_2964
64	5.36599999	2020	1	3	16	0	SPO_NO0127A_5_2964
65	4.806	2020	1	3	17	0	SPO_NO0127A_5_2964
66	3.2985	2020	1	3	18	0	SPO_NO0127A_5_2964
67	1.24	2020	1	3	19	0	SPO_NO0127A_5_2964
68	0.9905	2020	1	3	20	0	SPO_NO0127A_5_2964
69	3.285	2020	1	3	21	0	SPO_NO0127A_5_2964
70	6.13566666	2020	1	3	22	0	SPO_NO0127A_5_2964
71	4.33566666	2020	1	3	23	0	SPO_NO0127A_5_2964
72	2.52816666	2020	1	4	0	0	SPO_NO0127A_5_2964
73	1.77933333	2020	1	4	1	0	SPO_NO0127A_5_2964
74	1.7315	2020	1	4	2	0	SPO_NO0127A_5_2964
75	1.89266666	2020	1	4	3	0	SPO_NO0127A_5_2964
76	2.84799999	2020	1	4	4	0	SPO_NO0127A_5_2964
77	5.74316666	2020	1	4	5	0	SPO_NO0127A_5_2964
78	11.15783333	2020	1	4	6	0	SPO_NO0127A_5_2964
79	9.39216665	2020	1	4	7	0	SPO_NO0127A_5_2964
80	14.93166665	2020	1	4	8	0	SPO_NO0127A_5_2964
81	7.45249999	2020	1	4	9	0	SPO_NO0127A_5_2964
82	10.92752089	2020	1	4	10	0	SPO_NO0127A_5_2964
83	7.33945243	2020	1	4	11	0	SPO_NO0127A_5_2964
84	6.49827088	2020	1	4	12	0	SPO_NO0127A_5_2964
85	10.1784659	2020	1	4	13	0	SPO_NO0127A_5_2964
86	9.75933146	2020	1	4	14	0	SPO_NO0127A_5_2964
87	6.09406684	2020	1	4	15	0	SPO_NO0127A_5_2964
88	3.78083333	2020	1	4	16	0	SPO_NO0127A_5_2964
89	4.52166666	2020	1	4	17	0	SPO_NO0127A_5_2964
90	5.65933332	2020	1	4	18	0	SPO_NO0127A_5_2964
91	4.86416666	2020	1	4	19	0	SPO_NO0127A_5_2964
92	6.62166665	2020	1	4	20	0	SPO_NO0127A_5_2964
93	5.29916666	2020	1	4	21	0	SPO_NO0127A_5_2964
94	7.466	2020	1	4	22	0	SPO_NO0127A_5_2964
95	5.84516666	2020	1	4	23	0	SPO_NO0127A_5_2964
96	4.15749999	2020	1	5	0	0	SPO_NO0127A_5_2964
97	4.38799999	2020	1	5	1	0	SPO_NO0127A_5_2964
98	3.45049999	2020	1	5	2	0	SPO_NO0127A_5_2964
99	3.05016665	2020	1	5	3	0	SPO_NO0127A_5_2964
100	2.17716666	2020	1	5	4	0	SPO_NO0127A_5_2964
101	2.98783333	2020	1	5	5	0	SPO_NO0127A_5_2964
102	3.5605	2020	1	5	6	0	SPO_NO0127A_5_2964
103	2.49533332	2020	1	5	7	0	SPO_NO0127A_5_2964
104	3.3205	2020	1	5	8	0	SPO_NO0127A_5_2964
105	3.99449999	2020	1	5	9	0	SPO_NO0127A_5_2964
106	3.27083332	2020	1	5	10	0	SPO_NO0127A_5_2964
107	3.15516665	2020	1	5	11	0	SPO_NO0127A_5_2964
108	3.02883332	2020	1	5	12	0	SPO_NO0127A_5_2964
109	3.82083333	2020	1	5	13	0	SPO_NO0127A_5_2964
110	2.9325	2020	1	5	14	0	SPO_NO0127A_5_2964
111	3.75716666	2020	1	5	15	0	SPO_NO0127A_5_2964
112	2.39293296	2020	1	5	16	0	SPO_NO0127A_5_2964
113	2.13943181	2020	1	5	17	0	SPO_NO0127A_5_2964
114	4.36985337	2020	1	5	18	0	SPO_NO0127A_5_2964
115	2.35616044	2020	1	5	19	0	SPO_NO0127A_5_2964
116	1.28829608	2020	1	5	20	0	SPO_NO0127A_5_2964
117	0.6785	2020	1	5	21	0	SPO_NO0127A_5_2964
118	0.7005	2020	1	5	22	0	SPO_NO0127A_5_2964
119	0.66316666	2020	1	5	23	0	SPO_NO0127A_5_2964
120	0.72666666	2020	1	6	0	0	SPO_NO0127A_5_2964
121	1.365	2020	1	6	1	0	SPO_NO0127A_5_2964
122	2.48283333	2020	1	6	2	0	SPO_NO0127A_5_2964
123	0.9655	2020	1	6	3	0	SPO_NO0127A_5_2964
124	0.85533333	2020	1	6	4	0	SPO_NO0127A_5_2964
